dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
14/12/2020,14,12,2020,746,6,Afghanistan,AF,AFG,38041757,Asia,9.01377925
13/12/2020,13,12,2020,298,9,Afghanistan,AF,AFG,38041757,Asia,7.05277624
12/12/2020,12,12,2020,113,11,Afghanistan,AF,AFG,38041757,Asia,6.86876792
11/12/2020,11,12,2020,63,10,Afghanistan,AF,AFG,38041757,Asia,7.13426564
10/12/2020,10,12,2020,202,16,Afghanistan,AF,AFG,38041757,Asia,6.96865815
09/12/2020,9,12,2020,135,13,Afghanistan,AF,AFG,38041757,Asia,6.96340077
08/12/2020,8,12,2020,200,6,Afghanistan,AF,AFG,38041757,Asia,7.09483529
07/12/2020,7,12,2020,210,26,Afghanistan,AF,AFG,38041757,Asia,7.21575505
06/12/2020,6,12,2020,234,10,Afghanistan,AF,AFG,38041757,Asia,7.32616004
05/12/2020,5,12,2020,235,18,Afghanistan,AF,AFG,38041757,Asia,7.11586481
04/12/2020,4,12,2020,119,5,Afghanistan,AF,AFG,38041757,Asia,7.10797874
03/12/2020,3,12,2020,202,19,Afghanistan,AF,AFG,38041757,Asia,7.53645527
02/12/2020,2,12,2020,400,48,Afghanistan,AF,AFG,38041757,Asia,7.00545982
01/12/2020,1,12,2020,272,11,Afghanistan,AF,AFG,38041757,Asia,6.96077208
30/11/2020,30,11,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,6.41663317
29/11/2020,29,11,2020,228,11,Afghanistan,AF,AFG,38041757,Asia,6.8451097
28/11/2020,28,11,2020,214,15,Afghanistan,AF,AFG,38041757,Asia,6.78464983
27/11/2020,27,11,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,6.39560365
26/11/2020,26,11,2020,200,12,Afghanistan,AF,AFG,38041757,Asia,7.34193218
25/11/2020,25,11,2020,185,13,Afghanistan,AF,AFG,38041757,Asia,7.1999829
24/11/2020,24,11,2020,246,17,Afghanistan,AF,AFG,38041757,Asia,6.71367519
23/11/2020,23,11,2020,252,8,Afghanistan,AF,AFG,38041757,Asia,6.655844
22/11/2020,22,11,2020,154,12,Afghanistan,AF,AFG,38041757,Asia,6.20370926
21/11/2020,21,11,2020,232,25,Afghanistan,AF,AFG,38041757,Asia,6.13010593
20/11/2020,20,11,2020,282,5,Afghanistan,AF,AFG,38041757,Asia,5.6727138
19/11/2020,19,11,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,5.03657073
18/11/2020,18,11,2020,383,13,Afghanistan,AF,AFG,38041757,Asia,5.35464227
17/11/2020,17,11,2020,65,6,Afghanistan,AF,AFG,38041757,Asia,4.57392123
16/11/2020,16,11,2020,163,9,Afghanistan,AF,AFG,38041757,Asia,4.65278194
15/11/2020,15,11,2020,205,12,Afghanistan,AF,AFG,38041757,Asia,4.57129254
14/11/2020,14,11,2020,66,10,Afghanistan,AF,AFG,38041757,Asia,4.23219148
13/11/2020,13,11,2020,360,14,Afghanistan,AF,AFG,38041757,Asia,4.47140231
12/11/2020,12,11,2020,146,4,Afghanistan,AF,AFG,38041757,Asia,3.84840269
11/11/2020,11,11,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,3.4646139
10/11/2020,10,11,2020,224,12,Afghanistan,AF,AFG,38041757,Asia,3.76165591
09/11/2020,9,11,2020,80,3,Afghanistan,AF,AFG,38041757,Asia,3.69593865
08/11/2020,8,11,2020,126,6,Afghanistan,AF,AFG,38041757,Asia,3.65650829
07/11/2020,7,11,2020,58,2,Afghanistan,AF,AFG,38041757,Asia,3.53821723
06/11/2020,6,11,2020,40,0,Afghanistan,AF,AFG,38041757,Asia,3.5461033
05/11/2020,5,11,2020,121,6,Afghanistan,AF,AFG,38041757,Asia,3.74588377
04/11/2020,4,11,2020,86,4,Afghanistan,AF,AFG,38041757,Asia,3.78268543
03/11/2020,3,11,2020,95,3,Afghanistan,AF,AFG,38041757,Asia,3.78794281
02/11/2020,2,11,2020,132,5,Afghanistan,AF,AFG,38041757,Asia,3.76691329
01/11/2020,1,11,2020,76,0,Afghanistan,AF,AFG,38041757,Asia,3.57501889
31/10/2020,31,10,2020,157,4,Afghanistan,AF,AFG,38041757,Asia,3.55398937
30/10/2020,30,10,2020,123,3,Afghanistan,AF,AFG,38041757,Asia,3.26483343
29/10/2020,29,10,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.94150452
28/10/2020,28,10,2020,113,7,Afghanistan,AF,AFG,38041757,Asia,3.02562261
27/10/2020,27,10,2020,199,8,Afghanistan,AF,AFG,38041757,Asia,2.90207416
26/10/2020,26,10,2020,65,3,Afghanistan,AF,AFG,38041757,Asia,2.71806583
25/10/2020,25,10,2020,81,4,Afghanistan,AF,AFG,38041757,Asia,2.79955524
24/10/2020,24,10,2020,61,2,Afghanistan,AF,AFG,38041757,Asia,2.58663132
23/10/2020,23,10,2020,116,4,Afghanistan,AF,AFG,38041757,Asia,2.45256811
22/10/2020,22,10,2020,135,2,Afghanistan,AF,AFG,38041757,Asia,2.35004918
21/10/2020,21,10,2020,88,2,Afghanistan,AF,AFG,38041757,Asia,2.17392693
20/10/2020,20,10,2020,87,5,Afghanistan,AF,AFG,38041757,Asia,2.10558098
19/10/2020,19,10,2020,59,4,Afghanistan,AF,AFG,38041757,Asia,2.25804502
18/10/2020,18,10,2020,68,3,Afghanistan,AF,AFG,38041757,Asia,2.21861467
17/10/2020,17,10,2020,47,4,Afghanistan,AF,AFG,38041757,Asia,2.05826455
16/10/2020,16,10,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.94785956
15/10/2020,15,10,2020,32,1,Afghanistan,AF,AFG,38041757,Asia,1.99254729
14/10/2020,14,10,2020,66,0,Afghanistan,AF,AFG,38041757,Asia,1.94523087
13/10/2020,13,10,2020,129,3,Afghanistan,AF,AFG,38041757,Asia,1.81116766
12/10/2020,12,10,2020,96,4,Afghanistan,AF,AFG,38041757,Asia,1.50361089
11/10/2020,11,10,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.25125661
10/10/2020,10,10,2020,10,1,Afghanistan,AF,AFG,38041757,Asia,1.34326078
09/10/2020,9,10,2020,77,2,Afghanistan,AF,AFG,38041757,Asia,1.33274601
08/10/2020,8,10,2020,68,1,Afghanistan,AF,AFG,38041757,Asia,1.1723959
07/10/2020,7,10,2020,62,2,Afghanistan,AF,AFG,38041757,Asia,1.05936222
06/10/2020,6,10,2020,145,5,Afghanistan,AF,AFG,38041757,Asia,1.08302043
05/10/2020,5,10,2020,44,0,Afghanistan,AF,AFG,38041757,Asia,0.78072104
04/10/2020,4,10,2020,7,4,Afghanistan,AF,AFG,38041757,Asia,0.66505866
03/10/2020,3,10,2020,5,0,Afghanistan,AF,AFG,38041757,Asia,0.97524412
02/10/2020,2,10,2020,17,0,Afghanistan,AF,AFG,38041757,Asia,1.08564912
01/10/2020,1,10,2020,14,0,Afghanistan,AF,AFG,38041757,Asia,1.04096138
30/09/2020,30,9,2020,15,2,Afghanistan,AF,AFG,38041757,Asia,1.04884745
29/09/2020,29,9,2020,12,3,Afghanistan,AF,AFG,38041757,Asia,1.11456471
28/09/2020,28,9,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.34326078
27/09/2020,27,9,2020,35,0,Afghanistan,AF,AFG,38041757,Asia,1.54041255
26/09/2020,26,9,2020,6,2,Afghanistan,AF,AFG,38041757,Asia,1.54041255
25/09/2020,25,9,2020,16,0,Afghanistan,AF,AFG,38041757,Asia,1.61401588
24/09/2020,24,9,2020,25,5,Afghanistan,AF,AFG,38041757,Asia,1.64556017
23/09/2020,23,9,2020,71,2,Afghanistan,AF,AFG,38041757,Asia,1.64293148
22/09/2020,22,9,2020,30,3,Afghanistan,AF,AFG,38041757,Asia,1.52464041
21/09/2020,21,9,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.69813397
20/09/2020,20,9,2020,125,4,Afghanistan,AF,AFG,38041757,Asia,1.89265706
19/09/2020,19,9,2020,47,1,Afghanistan,AF,AFG,38041757,Asia,1.61664457
18/09/2020,18,9,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.53515517
17/09/2020,17,9,2020,17,0,Afghanistan,AF,AFG,38041757,Asia,1.65344624
16/09/2020,16,9,2020,40,10,Afghanistan,AF,AFG,38041757,Asia,1.70864874
15/09/2020,15,9,2020,99,6,Afghanistan,AF,AFG,38041757,Asia,1.62715933
14/09/2020,14,9,2020,75,0,Afghanistan,AF,AFG,38041757,Asia,1.45629446
13/09/2020,13,9,2020,35,0,Afghanistan,AF,AFG,38041757,Asia,1.3090878
12/09/2020,12,9,2020,34,0,Afghanistan,AF,AFG,38041757,Asia,1.22496971
11/09/2020,11,9,2020,28,0,Afghanistan,AF,AFG,38041757,Asia,1.16450983
10/09/2020,10,9,2020,24,2,Afghanistan,AF,AFG,38041757,Asia,1.09879257
09/09/2020,9,9,2020,26,3,Afghanistan,AF,AFG,38041757,Asia,1.18028197
08/09/2020,8,9,2020,96,3,Afghanistan,AF,AFG,38041757,Asia,1.11456471
07/09/2020,7,9,2020,74,2,Afghanistan,AF,AFG,38041757,Asia,1.04884745
06/09/2020,6,9,2020,20,0,Afghanistan,AF,AFG,38041757,Asia,0.85432437
05/09/2020,5,9,2020,16,0,Afghanistan,AF,AFG,38041757,Asia,1.07776305
04/09/2020,4,9,2020,45,1,Afghanistan,AF,AFG,38041757,Asia,1.13559424
03/09/2020,3,9,2020,38,3,Afghanistan,AF,AFG,38041757,Asia,1.27228614
02/09/2020,2,9,2020,9,0,Afghanistan,AF,AFG,38041757,Asia,1.59298636
01/09/2020,1,9,2020,34,4,Afghanistan,AF,AFG,38041757,Asia,1.56932815
31/08/2020,31,8,2020,19,0,Afghanistan,AF,AFG,38041757,Asia,1.48783875
30/08/2020,30,8,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,1.55618469
29/08/2020,29,8,2020,11,1,Afghanistan,AF,AFG,38041757,Asia,1.86374147
28/08/2020,28,8,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,1.85322671
27/08/2020,27,8,2020,55,4,Afghanistan,AF,AFG,38041757,Asia,2.05300717
26/08/2020,26,8,2020,1,0,Afghanistan,AF,AFG,38041757,Asia,2.10820967
25/08/2020,25,8,2020,71,10,Afghanistan,AF,AFG,38041757,Asia,2.67074941
24/08/2020,24,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.48411239
23/08/2020,23,8,2020,105,2,Afghanistan,AF,AFG,38041757,Asia,2.48411239
22/08/2020,22,8,2020,38,0,Afghanistan,AF,AFG,38041757,Asia,2.31061883
21/08/2020,21,8,2020,97,2,Afghanistan,AF,AFG,38041757,Asia,2.41576644
20/08/2020,20,8,2020,160,8,Afghanistan,AF,AFG,38041757,Asia,2.26855978
19/08/2020,19,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.02409158
18/08/2020,18,8,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,2.23964419
17/08/2020,17,8,2020,45,5,Afghanistan,AF,AFG,38041757,Asia,2.32901966
16/08/2020,16,8,2020,120,7,Afghanistan,AF,AFG,38041757,Asia,2.21072859
15/08/2020,15,8,2020,7,0,Afghanistan,AF,AFG,38041757,Asia,1.89528575
14/08/2020,14,8,2020,79,9,Afghanistan,AF,AFG,38041757,Asia,2.3185049
13/08/2020,13,8,2020,76,10,Afghanistan,AF,AFG,38041757,Asia,2.29747538
12/08/2020,12,8,2020,215,32,Afghanistan,AF,AFG,38041757,Asia,2.09769491
11/08/2020,11,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.80328159
10/08/2020,10,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.07929408
09/08/2020,9,8,2020,39,5,Afghanistan,AF,AFG,38041757,Asia,2.35793526
08/08/2020,8,8,2020,78,9,Afghanistan,AF,AFG,38041757,Asia,2.57348786
07/08/2020,7,8,2020,41,0,Afghanistan,AF,AFG,38041757,Asia,2.65234858
06/08/2020,6,8,2020,67,4,Afghanistan,AF,AFG,38041757,Asia,2.57874525
05/08/2020,5,8,2020,82,6,Afghanistan,AF,AFG,38041757,Asia,2.89681678
04/08/2020,4,8,2020,37,4,Afghanistan,AF,AFG,38041757,Asia,2.97567749
03/08/2020,3,8,2020,0,1,Afghanistan,AF,AFG,38041757,Asia,3.2464326
02/08/2020,2,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,3.70382472
01/08/2020,1,8,2020,168,12,Afghanistan,AF,AFG,38041757,Asia,3.73536901
31/07/2020,31,7,2020,71,0,Afghanistan,AF,AFG,38041757,Asia,3.86943221
30/07/2020,30,7,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,3.88257567
29/07/2020,29,7,2020,103,1,Afghanistan,AF,AFG,38041757,Asia,4.55026302
28/07/2020,28,7,2020,105,1,Afghanistan,AF,AFG,38041757,Asia,5.02868466
27/07/2020,27,7,2020,106,10,Afghanistan,AF,AFG,38041757,Asia,4.76318694
26/07/2020,26,7,2020,121,13,Afghanistan,AF,AFG,38041757,Asia,4.48454576
25/07/2020,25,7,2020,108,35,Afghanistan,AF,AFG,38041757,Asia,4.38991291
24/07/2020,24,7,2020,13,0,Afghanistan,AF,AFG,38041757,Asia,5.30995453
23/07/2020,23,7,2020,188,21,Afghanistan,AF,AFG,38041757,Asia,5.9460976
22/07/2020,22,7,2020,112,4,Afghanistan,AF,AFG,38041757,Asia,5.60699654
21/07/2020,21,7,2020,140,5,Afghanistan,AF,AFG,38041757,Asia,5.8646082
20/07/2020,20,7,2020,174,17,Afghanistan,AF,AFG,38041757,Asia,6.63481448
19/07/2020,19,7,2020,12,17,Afghanistan,AF,AFG,38041757,Asia,6.91082696
18/07/2020,18,7,2020,219,32,Afghanistan,AF,AFG,38041757,Asia,7.79406692
14/12/2020,14,12,2020,788,14,Albania,AL,ALB,2862427,Europe,380.97041427
13/12/2020,13,12,2020,879,12,Albania,AL,ALB,2862427,Europe,382.61237754
12/12/2020,12,12,2020,802,12,Albania,AL,ALB,2862427,Europe,370.9439577
11/12/2020,11,12,2020,873,14,Albania,AL,ALB,2862427,Europe,365.45910166
10/12/2020,10,12,2020,752,15,Albania,AL,ALB,2862427,Europe,357.87812231
09/12/2020,9,12,2020,753,14,Albania,AL,ALB,2862427,Europe,354.10510032
08/12/2020,8,12,2020,695,17,Albania,AL,ALB,2862427,Europe,353.79068182
07/12/2020,7,12,2020,840,16,Albania,AL,ALB,2862427,Europe,357.2842207
06/12/2020,6,12,2020,846,19,Albania,AL,ALB,2862427,Europe,347.67698879
05/12/2020,5,12,2020,801,18,Albania,AL,ALB,2862427,Europe,343.86903142
04/12/2020,4,12,2020,782,13,Albania,AL,ALB,2862427,Europe,345.09177003
03/12/2020,3,12,2020,705,17,Albania,AL,ALB,2862427,Europe,345.23151158
02/12/2020,2,12,2020,832,12,Albania,AL,ALB,2862427,Europe,345.44112391
01/12/2020,1,12,2020,557,12,Albania,AL,ALB,2862427,Europe,340.62004027
30/11/2020,30,11,2020,835,11,Albania,AL,ALB,2862427,Europe,342.19213276
29/11/2020,29,11,2020,545,16,Albania,AL,ALB,2862427,Europe,333.87751024
28/11/2020,28,11,2020,645,18,Albania,AL,ALB,2862427,Europe,333.42335019
27/11/2020,27,11,2020,656,10,Albania,AL,ALB,2862427,Europe,328.00836493
26/11/2020,26,11,2020,644,8,Albania,AL,ALB,2862427,Europe,319.4142593
25/11/2020,25,11,2020,744,19,Albania,AL,ALB,2862427,Europe,314.62811104
24/11/2020,24,11,2020,795,17,Albania,AL,ALB,2862427,Europe,308.30480568
23/11/2020,23,11,2020,565,14,Albania,AL,ALB,2862427,Europe,298.87225072
22/11/2020,22,11,2020,737,13,Albania,AL,ALB,2862427,Europe,296.63638584
21/11/2020,21,11,2020,836,15,Albania,AL,ALB,2862427,Europe,288.18202176
20/11/2020,20,11,2020,786,11,Albania,AL,ALB,2862427,Europe,276.05944187
19/11/2020,19,11,2020,711,9,Albania,AL,ALB,2862427,Europe,263.30802497
18/11/2020,18,11,2020,694,6,Albania,AL,ALB,2862427,Europe,252.30337752
17/11/2020,17,11,2020,602,8,Albania,AL,ALB,2862427,Europe,241.36860084
16/11/2020,16,11,2020,597,11,Albania,AL,ALB,2862427,Europe,231.5517566
15/11/2020,15,11,2020,532,7,Albania,AL,ALB,2862427,Europe,222.11920164
14/11/2020,14,11,2020,490,7,Albania,AL,ALB,2862427,Europe,211.95300352
13/11/2020,13,11,2020,410,8,Albania,AL,ALB,2862427,Europe,205.97905204
12/11/2020,12,11,2020,507,11,Albania,AL,ALB,2862427,Europe,201.26277456
11/11/2020,11,11,2020,563,8,Albania,AL,ALB,2862427,Europe,194.41543837
10/11/2020,10,11,2020,525,12,Albania,AL,ALB,2862427,Europe,184.66846491
09/11/2020,9,11,2020,501,2,Albania,AL,ALB,2862427,Europe,176.38877777
08/11/2020,8,11,2020,495,8,Albania,AL,ALB,2862427,Europe,169.33182925
07/11/2020,7,11,2020,489,6,Albania,AL,ALB,2862427,Europe,162.58929922
06/11/2020,6,11,2020,421,7,Albania,AL,ALB,2862427,Europe,156.19612308
05/11/2020,5,11,2020,396,4,Albania,AL,ALB,2862427,Europe,152.03881182
04/11/2020,4,11,2020,381,5,Albania,AL,ALB,2862427,Europe,148.58020833
03/11/2020,3,11,2020,321,9,Albania,AL,ALB,2862427,Europe,145.78537723
02/11/2020,2,11,2020,327,9,Albania,AL,ALB,2862427,Europe,144.87705713
01/11/2020,1,11,2020,241,7,Albania,AL,ALB,2862427,Europe,143.27002924
31/10/2020,31,10,2020,319,3,Albania,AL,ALB,2862427,Europe,144.38796168
30/10/2020,30,10,2020,275,6,Albania,AL,ALB,2862427,Europe,143.33990002
29/10/2020,29,10,2020,311,6,Albania,AL,ALB,2862427,Europe,142.71106302
28/10/2020,28,10,2020,284,7,Albania,AL,ALB,2862427,Europe,138.93804104
27/10/2020,27,10,2020,288,3,Albania,AL,ALB,2862427,Europe,135.37463139
26/10/2020,26,10,2020,299,4,Albania,AL,ALB,2862427,Europe,131.2871909
25/10/2020,25,10,2020,302,4,Albania,AL,ALB,2862427,Europe,126.71065498
24/10/2020,24,10,2020,306,4,Albania,AL,ALB,2862427,Europe,121.92450672
23/10/2020,23,10,2020,302,3,Albania,AL,ALB,2862427,Europe,117.06848769
22/10/2020,22,10,2020,297,4,Albania,AL,ALB,2862427,Europe,112.42208098
21/10/2020,21,10,2020,301,4,Albania,AL,ALB,2862427,Europe,107.7058035
20/10/2020,20,10,2020,295,3,Albania,AL,ALB,2862427,Europe,102.71004291
19/10/2020,19,10,2020,281,3,Albania,AL,ALB,2862427,Europe,97.43479921
18/10/2020,18,10,2020,273,5,Albania,AL,ALB,2862427,Europe,92.8233279
17/10/2020,17,10,2020,289,4,Albania,AL,ALB,2862427,Europe,88.59614586
16/10/2020,16,10,2020,257,5,Albania,AL,ALB,2862427,Europe,84.05454532
15/10/2020,15,10,2020,203,5,Albania,AL,ALB,2862427,Europe,80.56100645
14/10/2020,14,10,2020,182,5,Albania,AL,ALB,2862427,Europe,78.04565846
13/10/2020,13,10,2020,171,4,Albania,AL,ALB,2862427,Europe,76.12421208
12/10/2020,12,10,2020,168,4,Albania,AL,ALB,2862427,Europe,74.76173191
11/10/2020,11,10,2020,165,3,Albania,AL,ALB,2862427,Europe,72.59573781
10/10/2020,10,10,2020,167,2,Albania,AL,ALB,2862427,Europe,70.60442065
09/10/2020,9,10,2020,169,4,Albania,AL,ALB,2862427,Europe,69.10219894
08/10/2020,8,10,2020,162,4,Albania,AL,ALB,2862427,Europe,67.87946033
07/10/2020,7,10,2020,158,3,Albania,AL,ALB,2862427,Europe,66.44710939
06/10/2020,6,10,2020,144,4,Albania,AL,ALB,2862427,Europe,65.5038539
05/10/2020,5,10,2020,149,4,Albania,AL,ALB,2862427,Europe,65.71346623
04/10/2020,4,10,2020,152,3,Albania,AL,ALB,2862427,Europe,66.06282012
03/10/2020,3,10,2020,159,1,Albania,AL,ALB,2862427,Europe,66.09775551
02/10/2020,2,10,2020,157,1,Albania,AL,ALB,2862427,Europe,64.90995229
01/10/2020,1,10,2020,131,3,Albania,AL,ALB,2862427,Europe,64.03656757
30/09/2020,30,9,2020,127,4,Albania,AL,ALB,2862427,Europe,64.49072762
29/09/2020,29,9,2020,132,3,Albania,AL,ALB,2862427,Europe,65.36411234
28/09/2020,28,9,2020,106,2,Albania,AL,ALB,2862427,Europe,66.58685095
27/09/2020,27,9,2020,108,2,Albania,AL,ALB,2862427,Europe,68.75284505
26/09/2020,26,9,2020,124,3,Albania,AL,ALB,2862427,Europe,70.70922682
25/09/2020,25,9,2020,134,0,Albania,AL,ALB,2862427,Europe,72.0018362
24/09/2020,24,9,2020,121,3,Albania,AL,ALB,2862427,Europe,72.77041476
23/09/2020,23,9,2020,131,3,Albania,AL,ALB,2862427,Europe,73.81847642
22/09/2020,22,9,2020,150,2,Albania,AL,ALB,2862427,Europe,74.37744264
21/09/2020,21,9,2020,159,4,Albania,AL,ALB,2862427,Europe,74.41237803
20/09/2020,20,9,2020,153,5,Albania,AL,ALB,2862427,Europe,74.20276569
19/09/2020,19,9,2020,125,5,Albania,AL,ALB,2862427,Europe,73.5739287
18/09/2020,18,9,2020,132,5,Albania,AL,ALB,2862427,Europe,73.50405792
17/09/2020,17,9,2020,144,3,Albania,AL,ALB,2862427,Europe,72.9450917
16/09/2020,16,9,2020,152,2,Albania,AL,ALB,2862427,Europe,72.17651315
15/09/2020,15,9,2020,167,4,Albania,AL,ALB,2862427,Europe,70.11532521
14/09/2020,14,9,2020,168,4,Albania,AL,ALB,2862427,Europe,68.92752199
13/09/2020,13,9,2020,164,3,Albania,AL,ALB,2862427,Europe,66.58685095
12/09/2020,12,9,2020,161,3,Albania,AL,ALB,2862427,Europe,63.79201985
11/09/2020,11,9,2020,156,2,Albania,AL,ALB,2862427,Europe,62.0801858
10/09/2020,10,9,2020,151,1,Albania,AL,ALB,2862427,Europe,62.0801858
09/09/2020,9,9,2020,147,2,Albania,AL,ALB,2862427,Europe,62.67408741
08/09/2020,8,9,2020,151,3,Albania,AL,ALB,2862427,Europe,62.91863513
07/09/2020,7,9,2020,153,4,Albania,AL,ALB,2862427,Europe,63.86189063
06/09/2020,6,9,2020,135,6,Albania,AL,ALB,2862427,Europe,63.82695524
05/09/2020,5,9,2020,123,5,Albania,AL,ALB,2862427,Europe,64.5605984
04/09/2020,4,9,2020,116,5,Albania,AL,ALB,2862427,Europe,65.57372467
03/09/2020,3,9,2020,122,6,Albania,AL,ALB,2862427,Europe,66.93620484
02/09/2020,2,9,2020,93,6,Albania,AL,ALB,2862427,Europe,68.19387883
01/09/2020,1,9,2020,133,4,Albania,AL,ALB,2862427,Europe,70.35987293
31/08/2020,31,8,2020,101,5,Albania,AL,ALB,2862427,Europe,69.87077749
30/08/2020,30,8,2020,84,4,Albania,AL,ALB,2862427,Europe,70.53454988
29/08/2020,29,8,2020,112,5,Albania,AL,ALB,2862427,Europe,72.59573781
28/08/2020,28,8,2020,156,3,Albania,AL,ALB,2862427,Europe,73.78354103
27/08/2020,27,8,2020,168,4,Albania,AL,ALB,2862427,Europe,73.71367025
26/08/2020,26,8,2020,154,5,Albania,AL,ALB,2862427,Europe,72.77041476
25/08/2020,25,8,2020,178,4,Albania,AL,ALB,2862427,Europe,72.28131931
24/08/2020,24,8,2020,152,5,Albania,AL,ALB,2862427,Europe,70.42974371
23/08/2020,23,8,2020,156,5,Albania,AL,ALB,2862427,Europe,69.87077749
22/08/2020,22,8,2020,152,2,Albania,AL,ALB,2862427,Europe,68.75284505
21/08/2020,21,8,2020,155,4,Albania,AL,ALB,2862427,Europe,68.15894344
20/08/2020,20,8,2020,158,2,Albania,AL,ALB,2862427,Europe,67.18075256
19/08/2020,19,8,2020,155,2,Albania,AL,ALB,2862427,Europe,66.51698017
18/08/2020,18,8,2020,119,2,Albania,AL,ALB,2862427,Europe,65.64359545
17/08/2020,17,8,2020,120,3,Albania,AL,ALB,2862427,Europe,65.01475845
16/08/2020,16,8,2020,143,6,Albania,AL,ALB,2862427,Europe,65.11956462
15/08/2020,15,8,2020,146,6,Albania,AL,ALB,2862427,Europe,64.31605068
14/08/2020,14,8,2020,154,5,Albania,AL,ALB,2862427,Europe,61.97537963
13/08/2020,13,8,2020,141,3,Albania,AL,ALB,2862427,Europe,59.80938553
12/08/2020,12,8,2020,140,5,Albania,AL,ALB,2862427,Europe,58.6565177
11/08/2020,11,8,2020,125,1,Albania,AL,ALB,2862427,Europe,57.85300376
10/08/2020,10,8,2020,136,6,Albania,AL,ALB,2862427,Europe,57.57352065
09/08/2020,9,8,2020,124,4,Albania,AL,ALB,2862427,Europe,57.22416676
08/08/2020,8,8,2020,135,1,Albania,AL,ALB,2862427,Europe,55.23284961
07/08/2020,7,8,2020,127,6,Albania,AL,ALB,2862427,Europe,54.14985256
06/08/2020,6,8,2020,139,6,Albania,AL,ALB,2862427,Europe,53.48608017
05/08/2020,5,8,2020,130,4,Albania,AL,ALB,2862427,Europe,51.00566757
04/08/2020,4,8,2020,101,6,Albania,AL,ALB,2862427,Europe,50.62137829
03/08/2020,3,8,2020,123,5,Albania,AL,ALB,2862427,Europe,49.92267052
02/08/2020,2,8,2020,120,4,Albania,AL,ALB,2862427,Europe,48.49031958
01/08/2020,1,8,2020,79,3,Albania,AL,ALB,2862427,Europe,47.86148258
31/07/2020,31,7,2020,92,4,Albania,AL,ALB,2862427,Europe,47.02303325
30/07/2020,30,7,2020,108,2,Albania,AL,ALB,2862427,Europe,47.26758097
29/07/2020,29,7,2020,117,4,Albania,AL,ALB,2862427,Europe,46.46406703
28/07/2020,28,7,2020,117,6,Albania,AL,ALB,2862427,Europe,45.73042387
27/07/2020,27,7,2020,126,4,Albania,AL,ALB,2862427,Europe,45.73042387
26/07/2020,26,7,2020,67,6,Albania,AL,ALB,2862427,Europe,44.22820215
25/07/2020,25,7,2020,104,5,Albania,AL,ALB,2862427,Europe,45.13652226
24/07/2020,24,7,2020,108,3,Albania,AL,ALB,2862427,Europe,44.64742682
23/07/2020,23,7,2020,68,3,Albania,AL,ALB,2862427,Europe,43.73910671
22/07/2020,22,7,2020,119,4,Albania,AL,ALB,2862427,Europe,43.73910671
21/07/2020,21,7,2020,81,1,Albania,AL,ALB,2862427,Europe,42.16701422
20/07/2020,20,7,2020,82,1,Albania,AL,ALB,2862427,Europe,41.81766033
19/07/2020,19,7,2020,102,4,Albania,AL,ALB,2862427,Europe,41.53817722
18/07/2020,18,7,2020,55,3,Albania,AL,ALB,2862427,Europe,40.31543861
14/12/2020,14,12,2020,464,12,Algeria,DZ,DZA,43053054,Africa,22.95075281
13/12/2020,13,12,2020,517,9,Algeria,DZ,DZA,43053054,Africa,24.21663281
12/12/2020,12,12,2020,542,11,Algeria,DZ,DZA,43053054,Africa,25.44070393
11/12/2020,11,12,2020,565,10,Algeria,DZ,DZA,43053054,Africa,26.63922518
10/12/2020,10,12,2020,598,15,Algeria,DZ,DZA,43053054,Africa,27.84703729
09/12/2020,9,12,2020,591,12,Algeria,DZ,DZA,43053054,Africa,28.83883685
08/12/2020,8,12,2020,573,11,Algeria,DZ,DZA,43053054,Africa,30.0977487
07/12/2020,7,12,2020,750,15,Algeria,DZ,DZA,43053054,Africa,31.10116184
06/12/2020,6,12,2020,772,9,Algeria,DZ,DZA,43053054,Africa,31.88623971
05/12/2020,5,12,2020,803,12,Algeria,DZ,DZA,43053054,Africa,32.45995046
04/12/2020,4,12,2020,843,16,Algeria,DZ,DZA,43053054,Africa,33.15676514
03/12/2020,3,12,2020,932,17,Algeria,DZ,DZA,43053054,Africa,33.57485395
